やぼったい,19,19,6956,形容詞,自立,*,*,形容詞・アウオ段,基本形,やぼったい,ヤボッタイ,ヤボッタイ
やぼったし,23,23,6956,形容詞,自立,*,*,形容詞・アウオ段,文語基本形,やぼったい,ヤボッタシ,ヤボッタシ
やぼったから,27,27,6956,形容詞,自立,*,*,形容詞・アウオ段,未然ヌ接続,やぼったい,ヤボッタカラ,ヤボッタカラ
やぼったかろ,25,25,6956,形容詞,自立,*,*,形容詞・アウオ段,未然ウ接続,やぼったい,ヤボッタカロ,ヤボッタカロ
やぼったかっ,33,33,6956,形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,やぼったい,ヤボッタカッ,ヤボッタカッ
やぼったく,35,35,6956,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,やぼったい,ヤボッタク,ヤボッタク
やぼったくっ,35,35,6956,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,やぼったい,ヤボッタクッ,ヤボッタクッ
やぼったう,31,31,6956,形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,やぼったい,ヤボッタウ,ヤボッター
やぼったぅ,31,31,6956,形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,やぼったい,ヤボッタゥ,ヤボッター
やぼったき,21,21,6956,形容詞,自立,*,*,形容詞・アウオ段,体言接続,やぼったい,ヤボッタキ,ヤボッタキ
やぼったけれ,13,13,6956,形容詞,自立,*,*,形容詞・アウオ段,仮定形,やぼったい,ヤボッタケレ,ヤボッタケレ
やぼったかれ,29,29,6956,形容詞,自立,*,*,形容詞・アウオ段,命令ｅ,やぼったい,ヤボッタカレ,ヤボッタカレ
やぼったけりゃ,15,15,6956,形容詞,自立,*,*,形容詞・アウオ段,仮定縮約１,やぼったい,ヤボッタケリャ,ヤボッタケリャ
やぼったきゃ,17,17,6956,形容詞,自立,*,*,形容詞・アウオ段,仮定縮約２,やぼったい,ヤボッタキャ,ヤボッタキャ
やぼった,11,11,6956,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,やぼったい,ヤボッタ,ヤボッタ
くさい,67,67,6725,形容詞,接尾,*,*,形容詞・アウオ段,基本形,くさい,クサイ,クサイ
くさし,73,73,6672,形容詞,接尾,*,*,形容詞・アウオ段,文語基本形,くさい,クサシ,クサシ
くさから,79,79,6673,形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,くさい,クサカラ,クサカラ
くさかろ,76,76,6673,形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,くさい,クサカロ,クサカロ
くさかっ,88,88,6688,形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,くさい,クサカッ,クサカッ
くさく,91,91,6679,形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,くさい,クサク,クサク
くさくっ,91,91,6673,形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,くさい,クサクッ,クサクッ
くさう,85,85,6673,形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,くさい,クサウ,クサー
くさぅ,85,85,6673,形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,くさい,クサゥ,クサー
くさき,70,70,6573,形容詞,接尾,*,*,形容詞・アウオ段,体言接続,くさい,クサキ,クサキ
くさけれ,58,58,6673,形容詞,接尾,*,*,形容詞・アウオ段,仮定形,くさい,クサケレ,クサケレ
くさかれ,82,82,6673,形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,くさい,クサカレ,クサカレ
くさけりゃ,61,61,6673,形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,くさい,クサケリャ,クサケリャ
くさきゃ,64,64,6673,形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,くさい,クサキャ,クサキャ
くさ,55,55,6644,形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,くさい,クサ,クサ
もの凄まじい,43,43,6956,形容詞,自立,*,*,形容詞・イ段,基本形,もの凄まじい,モノスサマジイ,モノスサマジイ
もの凄まじ,45,45,6956,形容詞,自立,*,*,形容詞・イ段,文語基本形,もの凄まじい,モノスサマジ,モノスサマジ
もの凄まじから,47,47,6956,形容詞,自立,*,*,形容詞・イ段,未然ヌ接続,もの凄まじい,モノスサマジカラ,モノスサマジカラ
もの凄まじかろ,46,46,6956,形容詞,自立,*,*,形容詞・イ段,未然ウ接続,もの凄まじい,モノスサマジカロ,モノスサマジカロ
もの凄まじかっ,50,50,6956,形容詞,自立,*,*,形容詞・イ段,連用タ接続,もの凄まじい,モノスサマジカッ,モノスサマジカッ
もの凄まじく,51,51,6956,形容詞,自立,*,*,形容詞・イ段,連用テ接続,もの凄まじい,モノスサマジク,モノスサマジク
もの凄まじくっ,51,51,6956,形容詞,自立,*,*,形容詞・イ段,連用テ接続,もの凄まじい,モノスサマジクッ,モノスサマジクッ
もの凄まじゅう,49,49,6956,形容詞,自立,*,*,形容詞・イ段,連用ゴザイ接続,もの凄まじい,モノスサマジュウ,モノスサマジュー
もの凄まじゅぅ,49,49,6956,形容詞,自立,*,*,形容詞・イ段,連用ゴザイ接続,もの凄まじい,モノスサマジュゥ,モノスサマジュー
もの凄まじき,44,44,6956,形容詞,自立,*,*,形容詞・イ段,体言接続,もの凄まじい,モノスサマジキ,モノスサマジキ
もの凄まじけれ,40,40,6956,形容詞,自立,*,*,形容詞・イ段,仮定形,もの凄まじい,モノスサマジケレ,モノスサマジケレ
もの凄まじかれ,48,48,6956,形容詞,自立,*,*,形容詞・イ段,命令ｅ,もの凄まじい,モノスサマジカレ,モノスサマジカレ
もの凄まじけりゃ,41,41,6956,形容詞,自立,*,*,形容詞・イ段,仮定縮約１,もの凄まじい,モノスサマジケリャ,モノスサマジケリャ
もの凄まじきゃ,42,42,6956,形容詞,自立,*,*,形容詞・イ段,仮定縮約２,もの凄まじい,モノスサマジキャ,モノスサマジキャ
もの凄まじ,39,39,6956,形容詞,自立,*,*,形容詞・イ段,ガル接続,もの凄まじい,モノスサマジ,モノスサマジ
のろい,19,19,7151,形容詞,自立,*,*,形容詞・アウオ段,基本形,のろい,ノロイ,ノロイ
のろし,23,23,6956,形容詞,自立,*,*,形容詞・アウオ段,文語基本形,のろい,ノロシ,ノロシ
