あざまえ,1337,1337,10535,形容詞,*,ナノ形容詞,語幹,あざまえだ,あざまえ,自動獲得:テキスト
あざまえだ,1336,1336,10535,形容詞,*,ナノ形容詞,基本形,あざまえだ,あざまえだ,自動獲得:テキスト
あざまえな,1302,1302,10535,形容詞,*,ナノ形容詞,ダ列基本連体形,あざまえだ,あざまえな,自動獲得:テキスト
あざまえの,1306,1306,10535,形容詞,*,ナノ形容詞,ダ列特殊連体形,あざまえだ,あざまえの,自動獲得:テキスト
あざまえだろう,1299,1299,10535,形容詞,*,ナノ形容詞,ダ列基本推量形,あざまえだ,あざまえだろう,自動獲得:テキスト
あざまえだろ,1301,1301,10535,形容詞,*,ナノ形容詞,ダ列基本省略推量形,あざまえだ,あざまえだろ,自動獲得:テキスト
あざまえならば,1300,1300,10535,形容詞,*,ナノ形容詞,ダ列基本条件形,あざまえだ,あざまえならば,自動獲得:テキスト
あざまえに,1303,1303,10535,形容詞,*,ナノ形容詞,ダ列基本連用形,あざまえだ,あざまえに,自動獲得:テキスト
あざまえだった,1292,1292,10535,形容詞,*,ナノ形容詞,ダ列タ形,あざまえだ,あざまえだった,自動獲得:テキスト
あざまえだったろう,1293,1293,10535,形容詞,*,ナノ形容詞,ダ列タ系推量形,あざまえだ,あざまえだったろう,自動獲得:テキスト
あざまえだったろ,1295,1295,10535,形容詞,*,ナノ形容詞,ダ列タ系省略推量形,あざまえだ,あざまえだったろ,自動獲得:テキスト
あざまえだったら,1294,1294,10535,形容詞,*,ナノ形容詞,ダ列タ系条件形,あざまえだ,あざまえだったら,自動獲得:テキスト
あざまえで,1298,1298,10535,形容詞,*,ナノ形容詞,ダ列タ系連用テ形,あざまえだ,あざまえで,自動獲得:テキスト
あざまえだったり,1297,1297,10535,形容詞,*,ナノ形容詞,ダ列タ系連用タリ形,あざまえだ,あざまえだったり,自動獲得:テキスト
あざまえじゃ,1296,1296,10535,形容詞,*,ナノ形容詞,ダ列タ系連用ジャ形,あざまえだ,あざまえじゃ,自動獲得:テキスト
あざまえなる,1305,1305,10535,形容詞,*,ナノ形容詞,ダ列文語連体形,あざまえだ,あざまえなる,自動獲得:テキスト
あざまえなれば,1304,1304,10535,形容詞,*,ナノ形容詞,ダ列文語条件形,あざまえだ,あざまえなれば,自動獲得:テキスト
あざまえである,1314,1314,10535,形容詞,*,ナノ形容詞,デアル列基本形,あざまえだ,あざまえである,自動獲得:テキスト
あざまえであれ,1313,1313,10535,形容詞,*,ナノ形容詞,デアル列命令形,あざまえだ,あざまえであれ,自動獲得:テキスト
あざまえであろう,1315,1315,10535,形容詞,*,ナノ形容詞,デアル列基本推量形,あざまえだ,あざまえであろう,自動獲得:テキスト
あざまえであろ,1317,1317,10535,形容詞,*,ナノ形容詞,デアル列基本省略推量形,あざまえだ,あざまえであろ,自動獲得:テキスト
あざまえであれば,1316,1316,10535,形容詞,*,ナノ形容詞,デアル列基本条件形,あざまえだ,あざまえであれば,自動獲得:テキスト
あざまえであり,1318,1318,10535,形容詞,*,ナノ形容詞,デアル列基本連用形,あざまえだ,あざまえであり,自動獲得:テキスト
あざまえであった,1307,1307,10535,形容詞,*,ナノ形容詞,デアル列タ形,あざまえだ,あざまえであった,自動獲得:テキスト
あざまえであったろう,1308,1308,10535,形容詞,*,ナノ形容詞,デアル列タ系推量形,あざまえだ,あざまえであったろう,自動獲得:テキスト
