．,1131,1131,2152,名詞,数詞,*,*,．,てん,カテゴリ:数量
・,1131,1131,17269,名詞,数詞,*,*,・,てん,カテゴリ:数量
分の,1131,1131,11258,名詞,数詞,*,*,分の,ぶんの,カテゴリ:数量
数,1131,1131,6287,名詞,数詞,*,*,数,すう,カテゴリ:数量
すう,1131,1131,11122,名詞,数詞,*,*,すう,すう,カテゴリ:数量
何,1131,1131,7768,名詞,数詞,*,*,何,なん,カテゴリ:数量
なん,1131,1131,8496,名詞,数詞,*,*,なん,なん,カテゴリ:数量
幾,1131,1131,7094,名詞,数詞,*,*,幾,いく,カテゴリ:数量
いく,1131,1131,11969,名詞,数詞,*,*,いく,いく,カテゴリ:数量
ミリ,1131,1131,8113,名詞,数詞,*,*,ミリ,みり,カテゴリ:数量
キロ,1131,1131,6129,名詞,数詞,*,*,キロ,きろ,カテゴリ:数量
メガ,1131,1131,3766,名詞,数詞,*,*,メガ,めが,カテゴリ:数量
ギガ,1131,1131,7589,名詞,数詞,*,*,ギガ,ぎが,カテゴリ:数量
テラ,1131,1131,7611,名詞,数詞,*,*,テラ,てら,カテゴリ:数量
ミリオン,1131,1131,7603,名詞,数詞,*,*,ミリオン,みりおん,カテゴリ:数量
０,1131,1131,10962,名詞,数詞,*,*,０,ぜろ,カテゴリ:数量
〇,1131,1131,15109,名詞,数詞,*,*,〇,ぜろ,カテゴリ:数量
○,1131,1131,3842,名詞,数詞,*,*,○,ぜろ,カテゴリ:数量
ゼロ,1131,1131,5598,名詞,数詞,*,*,ゼロ,ぜろ,カテゴリ:数量
零,1131,1131,5392,名詞,数詞,*,*,零,ぜろ,カテゴリ:数量
零,1131,1131,5392,名詞,数詞,*,*,零,れい,カテゴリ:数量
１,1131,1131,11570,名詞,数詞,*,*,１,いち,カテゴリ:数量
一,1131,1131,11015,名詞,数詞,*,*,一,いち,カテゴリ:数量
ワン,1131,1131,10733,名詞,数詞,*,*,ワン,わん,カテゴリ:数量
壱,1131,1131,5413,名詞,数詞,*,*,壱,いち,代表表記:一/いち カテゴリ:数量
２,1131,1131,11288,名詞,数詞,*,*,２,に,カテゴリ:数量
二,1131,1131,10276,名詞,数詞,*,*,二,に,カテゴリ:数量
弐,1131,1131,5413,名詞,数詞,*,*,弐,に,代表表記:二/に カテゴリ:数量
３,1131,1131,10975,名詞,数詞,*,*,３,さん,カテゴリ:数量
三,1131,1131,10492,名詞,数詞,*,*,三,さん,カテゴリ:数量
参,1131,1131,10108,名詞,数詞,*,*,参,さん,代表表記:三/さん カテゴリ:数量
４,1131,1131,11422,名詞,数詞,*,*,４,よん,カテゴリ:数量
四,1131,1131,10886,名詞,数詞,*,*,四,よん,カテゴリ:数量
５,1131,1131,11345,名詞,数詞,*,*,５,ご,カテゴリ:数量
五,1131,1131,10475,名詞,数詞,*,*,五,ご,カテゴリ:数量
６,1131,1131,9338,名詞,数詞,*,*,６,ろく,カテゴリ:数量
六,1131,1131,11307,名詞,数詞,*,*,六,ろく,カテゴリ:数量
７,1131,1131,11163,名詞,数詞,*,*,７,なな,カテゴリ:数量
七,1131,1131,11275,名詞,数詞,*,*,七,なな,カテゴリ:数量
８,1131,1131,11239,名詞,数詞,*,*,８,はち,カテゴリ:数量
八,1131,1131,10026,名詞,数詞,*,*,八,はち,カテゴリ:数量
９,1131,1131,11229,名詞,数詞,*,*,９,きゅう,カテゴリ:数量
九,1131,1131,11768,名詞,数詞,*,*,九,きゅう,カテゴリ:数量
十,1131,1131,11085,名詞,数詞,*,*,十,じゅう,カテゴリ:数量
百,1131,1131,9931,名詞,数詞,*,*,百,ひゃく,カテゴリ:数量
千,1131,1131,11365,名詞,数詞,*,*,千,せん,カテゴリ:数量
万,1131,1131,10051,名詞,数詞,*,*,万,まん,カテゴリ:数量
億,1131,1131,11499,名詞,数詞,*,*,億,おく,カテゴリ:数量
兆,1131,1131,11869,名詞,数詞,*,*,兆,ちょう,カテゴリ:数量
