．,1869,1869,-184,特殊,句点,*,*,．,．,*
。,1869,1869,-584,特殊,句点,*,*,。,。,*
，,1874,1874,453,特殊,読点,*,*,，,，,*
、,1874,1874,-1637,特殊,読点,*,*,、,、,*
（,1870,1870,-1120,特殊,括弧始,*,*,（,（,*
〔,1870,1870,283,特殊,括弧始,*,*,〔,〔,*
［,1870,1870,-240,特殊,括弧始,*,*,［,［,*
｛,1870,1870,283,特殊,括弧始,*,*,｛,｛,*
〈,1870,1870,283,特殊,括弧始,*,*,〈,〈,*
＜,1870,1870,-175,特殊,括弧始,*,*,＜,＜,*
《,1870,1870,278,特殊,括弧始,*,*,《,《,*
「,1870,1870,-1691,特殊,括弧始,*,*,「,「,*
『,1870,1870,73,特殊,括弧始,*,*,『,『,*
【,1870,1870,283,特殊,括弧始,*,*,【,【,*
“,1870,1870,38,特殊,括弧始,*,*,“,“,*
）,1871,1871,-575,特殊,括弧終,*,*,）,）,*
〕,1871,1871,431,特殊,括弧終,*,*,〕,〕,*
］,1871,1871,1178,特殊,括弧終,*,*,］,］,*
｝,1871,1871,431,特殊,括弧終,*,*,｝,｝,*
〉,1871,1871,431,特殊,括弧終,*,*,〉,〉,*
＞,1871,1871,-335,特殊,括弧終,*,*,＞,＞,*
》,1871,1871,430,特殊,括弧終,*,*,》,》,*
」,1871,1871,-1806,特殊,括弧終,*,*,」,」,*
』,1871,1871,-341,特殊,括弧終,*,*,』,』,*
】,1871,1871,431,特殊,括弧終,*,*,】,】,*
”,1871,1871,93,特殊,括弧終,*,*,”,”,*
・,1873,1873,1869,特殊,記号,*,*,・,・,*
：,1873,1873,2380,特殊,記号,*,*,：,：,*
；,1873,1873,3498,特殊,記号,*,*,；,；,*
？,1873,1873,1000,特殊,記号,*,*,？,？,*
！,1873,1873,154,特殊,記号,*,*,！,！,*
゛,1873,1873,9018,特殊,記号,*,*,゛,゛,*
゜,1873,1873,9018,特殊,記号,*,*,゜,゜,*
´,1873,1873,4694,特殊,記号,*,*,´,´,*
｀,1873,1873,4694,特殊,記号,*,*,｀,｀,*
¨,1873,1873,4694,特殊,記号,*,*,¨,¨,*
＾,1873,1873,555,特殊,記号,*,*,＾,＾,*
￣,1873,1873,4694,特殊,記号,*,*,￣,￣,*
＿,1873,1873,1647,特殊,記号,*,*,＿,＿,*
ヽ,1873,1873,7429,特殊,記号,*,*,ヽ,ヽ,*
ヾ,1873,1873,5534,特殊,記号,*,*,ヾ,ヾ,*
ゝ,1873,1873,9018,特殊,記号,*,*,ゝ,ゝ,*
ゞ,1873,1873,9018,特殊,記号,*,*,ゞ,ゞ,*
〃,1873,1873,4694,特殊,記号,*,*,〃,〃,*
仝,1873,1873,4472,特殊,記号,*,*,仝,仝,*
々,1873,1873,3129,特殊,記号,*,*,々,々,*
々々,1873,1873,3366,特殊,記号,*,*,々々,々々,*
〆,1873,1873,4472,特殊,記号,*,*,〆,〆,*
〇,1873,1873,13574,特殊,記号,*,*,〇,〇,*
―,1873,1873,4694,特殊,記号,*,*,―,―,*
‐,1873,1873,4694,特殊,記号,*,*,‐,‐,*
／,1873,1873,-4575,特殊,記号,*,*,／,／,*
＼,1873,1873,2058,特殊,記号,*,*,＼,＼,*
〜,1873,1873,2910,特殊,記号,*,*,〜,〜,*
‖,1873,1873,4694,特殊,記号,*,*,‖,‖,*
｜,1873,1873,4694,特殊,記号,*,*,｜,｜,*
…,1873,1873,2274,特殊,記号,*,*,…,…,*
‥,1873,1873,4694,特殊,記号,*,*,‥,‥,*
＋,1873,1873,3508,特殊,記号,*,*,＋,＋,*
−,1873,1873,-4425,特殊,記号,*,*,−,−,*
±,1873,1873,4694,特殊,記号,*,*,±,±,*
×,1873,1873,6327,特殊,記号,*,*,×,×,*
÷,1873,1873,6758,特殊,記号,*,*,÷,÷,*
＝,1873,1873,1142,特殊,記号,*,*,＝,＝,*
≠,1873,1873,4694,特殊,記号,*,*,≠,≠,*
∞,1873,1873,4694,特殊,記号,*,*,∞,∞,*
∴,1873,1873,4694,特殊,記号,*,*,∴,∴,*
♂,1873,1873,4694,特殊,記号,*,*,♂,♂,*
♀,1873,1873,4694,特殊,記号,*,*,♀,♀,*
′,1873,1873,4694,特殊,記号,*,*,′,′,*
″,1873,1873,4694,特殊,記号,*,*,″,″,*
￥,1873,1873,4694,特殊,記号,*,*,￥,￥,*
＄,1873,1873,4694,特殊,記号,*,*,＄,＄,*
¢,1873,1873,4694,特殊,記号,*,*,¢,¢,*
£,1873,1873,4694,特殊,記号,*,*,£,£,*
＃,1873,1873,4319,特殊,記号,*,*,＃,＃,*
＆,1873,1873,-1943,特殊,記号,*,*,＆,＆,*
＊,1873,1873,9374,特殊,記号,*,*,＊,＊,*
＠,1873,1873,-44,特殊,記号,*,*,＠,＠,*
§,1873,1873,4694,特殊,記号,*,*,§,§,*
☆,1873,1873,12454,特殊,記号,*,*,☆,☆,*
★,1873,1873,833,特殊,記号,*,*,★,★,*
○,1873,1873,2652,特殊,記号,*,*,○,○,*
●,1873,1873,7903,特殊,記号,*,*,●,●,*
◎,1873,1873,7945,特殊,記号,*,*,◎,◎,*
◇,1873,1873,8140,特殊,記号,*,*,◇,◇,*
◆,1873,1873,1808,特殊,記号,*,*,◆,◆,*
□,1873,1873,7912,特殊,記号,*,*,□,□,*
■,1873,1873,2976,特殊,記号,*,*,■,■,*
△,1873,1873,7912,特殊,記号,*,*,△,△,*
▲,1873,1873,4694,特殊,記号,*,*,▲,▲,*
▽,1873,1873,1659,特殊,記号,*,*,▽,▽,*
▼,1873,1873,2824,特殊,記号,*,*,▼,▼,*
※,1873,1873,9177,特殊,記号,*,*,※,※,*
〒,1873,1873,9377,特殊,記号,*,*,〒,〒,*
♪,1873,1873,12917,特殊,記号,*,*,♪,♪,*
→,1873,1873,11385,特殊,記号,*,*,→,→,*
←,1873,1873,9378,特殊,記号,*,*,←,←,*
↑,1873,1873,7904,特殊,記号,*,*,↑,↑,*
↓,1873,1873,9090,特殊,記号,*,*,↓,↓,*
’,1873,1873,11755,特殊,記号,*,*,’,’,*
‘,1873,1873,4694,特殊,記号,*,*,‘,‘,*
％,1873,1873,5074,特殊,記号,*,*,％,％,*
――,1873,1873,4694,特殊,記号,*,*,――,――,*
……,1873,1873,461,特殊,記号,*,*,……,……,*
Ａ,1873,1873,4327,特殊,記号,*,*,Ａ,Ａ,*
ａ,1873,1873,7341,特殊,記号,*,*,ａ,ａ,*
Ｂ,1873,1873,6179,特殊,記号,*,*,Ｂ,Ｂ,*
ｂ,1873,1873,6656,特殊,記号,*,*,ｂ,ｂ,*
Ｃ,1873,1873,6108,特殊,記号,*,*,Ｃ,Ｃ,*
ｃ,1873,1873,6873,特殊,記号,*,*,ｃ,ｃ,*
Ｄ,1873,1873,7252,特殊,記号,*,*,Ｄ,Ｄ,*
