が,706,706,7144,助詞,格助詞,*,*,が,が,*
を,716,716,6299,助詞,格助詞,*,*,を,を,*
に,710,710,8640,助詞,格助詞,*,*,に,に,*
から,705,705,4972,助詞,格助詞,*,*,から,から,*
と,709,709,5591,助詞,格助詞,*,*,と,と,*
で,708,708,8928,助詞,格助詞,*,*,で,で,*
へ,713,713,6122,助詞,格助詞,*,*,へ,へ,*
まで,714,714,7406,助詞,格助詞,*,*,まで,まで,*
より,715,715,7519,助詞,格助詞,*,*,より,より,*
の,712,712,9432,助詞,格助詞,*,*,の,の,*
にて,711,711,6294,助詞,格助詞,*,*,にて,にて,*
っと,707,707,8708,助詞,格助詞,*,*,っと,っと,*
は,649,649,3834,助詞,副助詞,*,*,は,は,*
なら,644,644,8426,助詞,副助詞,*,*,なら,なら,*
ったら,638,638,9828,助詞,副助詞,*,*,ったら,ったら,*
って,639,639,8706,助詞,副助詞,*,*,って,って,*
も,654,654,6545,助詞,副助詞,*,*,も,も,*
さえ,632,632,6712,助詞,副助詞,*,*,さえ,さえ,*
でも,640,640,6070,助詞,副助詞,*,*,でも,でも,*
すら,635,635,4763,助詞,副助詞,*,*,すら,すら,*
だって,637,637,7485,助詞,副助詞,*,*,だって,だって,*
まで,653,653,10798,助詞,副助詞,*,*,まで,まで,*
だけ,636,636,5786,助詞,副助詞,*,*,だけ,だけ,*
ばかり,650,650,6406,助詞,副助詞,*,*,ばかり,ばかり,*
ばっかり,652,652,5257,助詞,副助詞,*,*,ばっかり,ばっかり,標準:ばかり/ばかり
ばっか,651,651,12858,助詞,副助詞,*,*,ばっか,ばっか,標準:ばかり/ばかり
のみ,648,648,5528,助詞,副助詞,*,*,のみ,のみ,*
しか,633,633,6532,助詞,副助詞,*,*,しか,しか,*
こそ,631,631,6053,助詞,副助詞,*,*,こそ,こそ,*
など,643,643,4180,助詞,副助詞,*,*,など,など,*
なんか,645,645,3065,助詞,副助詞,*,*,なんか,なんか,*
なんて,647,647,5802,助詞,副助詞,*,*,なんて,なんて,*
なんぞ,646,646,10725,助詞,副助詞,*,*,なんぞ,なんぞ,*
位,655,655,9059,助詞,副助詞,*,*,位,くらい,代表表記:くらい/くらい
くらい,629,629,3884,助詞,副助詞,*,*,くらい,くらい,代表表記:くらい/くらい
ぐらい,630,630,5083,助詞,副助詞,*,*,ぐらい,ぐらい,代表表記:くらい/くらい
どころ,642,642,6530,助詞,副助詞,*,*,どころ,どころ,*
とて,641,641,7696,助詞,副助詞,*,*,とて,とて,古語的
じゃ,634,634,8121,助詞,副助詞,*,*,じゃ,じゃ,標準:で/で+は/は
の,686,686,7201,助詞,接続助詞,*,*,の,の,*
と,676,676,12209,助詞,接続助詞,*,*,と,と,*
や,693,693,5805,助詞,接続助詞,*,*,や,や,*
および,657,657,7154,助詞,接続助詞,*,*,および,および,*
及び,702,702,5572,助詞,接続助詞,*,*,及び,および,*
ならびに,683,683,8106,助詞,接続助詞,*,*,ならびに,ならびに,*
並びに,697,697,7153,助詞,接続助詞,*,*,並びに,ならびに,*
も,691,691,12862,助詞,接続助詞,*,*,も,も,*
やら,695,695,4618,助詞,接続助詞,*,*,やら,やら,*
だの,673,673,7518,助詞,接続助詞,*,*,だの,だの,*
に,685,685,11590,助詞,接続助詞,*,*,に,に,*
か,658,658,7342,助詞,接続助詞,*,*,か,か,*
かも,661,661,6840,助詞,接続助詞,*,*,かも,かも,*
なり,684,684,9045,助詞,接続助詞,*,*,なり,なり,*
または,688,688,6496,助詞,接続助詞,*,*,または,または,*
又は,701,701,5163,助詞,接続助詞,*,*,又は,または,*
