同,1868,1868,8571,接頭辞,名詞接頭辞,*,*,同,どう,代表表記:同/どう 連語
行,1133,1133,6075,名詞,普通名詞,*,*,行,こう,漢字読み:音 代表表記:行/こう 省略:銀行/ぎんこう 連語
他,1868,1868,7665,接頭辞,名詞接頭辞,*,*,他,た,代表表記:他/た 連語
年中,1132,1132,5684,名詞,時相名詞,*,*,年中,ねんちゅう,代表表記:年中/ねんちゅう 連語
ねんちゅう,1132,1132,9677,名詞,時相名詞,*,*,ねんちゅう,ねんちゅう,代表表記:年中/ねんちゅう 連語
行事,1133,1133,5282,名詞,普通名詞,*,*,行事,ぎょうじ,代表表記:行事/ぎょうじ 連語
ぎょうじ,1133,1133,11823,名詞,普通名詞,*,*,ぎょうじ,ぎょうじ,代表表記:行事/ぎょうじ 連語
あいつ,1133,1133,11706,名詞,普通名詞,*,*,あいつ,あいつ,連語
が,706,706,7144,助詞,格助詞,*,*,が,が,連語
うま,1192,1192,9681,形容詞,*,イ形容詞アウオ段,語幹,うまい,うま,連語
うまい,1162,1162,9681,形容詞,*,イ形容詞アウオ段,基本形,うまい,うまい,連語
うまかれ,1159,1159,9681,形容詞,*,イ形容詞アウオ段,命令形,うまい,うまかれ,連語
うまかろう,1165,1165,9681,形容詞,*,イ形容詞アウオ段,基本推量形,うまい,うまかろう,連語
うまかろ,1171,1171,9681,形容詞,*,イ形容詞アウオ段,基本省略推量形,うまい,うまかろ,連語
うまければ,1168,1168,9681,形容詞,*,イ形容詞アウオ段,基本条件形,うまい,うまければ,連語
うまく,1174,1174,9681,形容詞,*,イ形容詞アウオ段,基本連用形,うまい,うまく,連語
うまかった,1135,1135,9681,形容詞,*,イ形容詞アウオ段,タ形,うまい,うまかった,連語
うまかったろう,1138,1138,9681,形容詞,*,イ形容詞アウオ段,タ系推量形,うまい,うまかったろう,連語
うまかったろ,1144,1144,9681,形容詞,*,イ形容詞アウオ段,タ系省略推量形,うまい,うまかったろ,連語
うまかったら,1141,1141,9681,形容詞,*,イ形容詞アウオ段,タ系条件形,うまい,うまかったら,連語
うまくて,1156,1156,9681,形容詞,*,イ形容詞アウオ段,タ系連用テ形,うまい,うまくて,連語
うまかったり,1147,1147,9681,形容詞,*,イ形容詞アウオ段,タ系連用タリ形,うまい,うまかったり,連語
うまくちゃ,1150,1150,9681,形容詞,*,イ形容詞アウオ段,タ系連用チャ形,うまい,うまくちゃ,連語
