鈴木,1126,1126,5759,名詞,人名,*,*,鈴木,すずき,人名:日本:姓:1:0.00961
田中,1126,1126,4886,名詞,人名,*,*,田中,たなか,人名:日本:姓:2:0.00871
佐藤,1126,1126,6762,名詞,人名,*,*,佐藤,さとう,人名:日本:姓:3:0.00774
高橋,1126,1126,2546,名詞,人名,*,*,高橋,たかはし,人名:日本:姓:4:0.00758
中村,1126,1126,4867,名詞,人名,*,*,中村,なかむら,人名:日本:姓:5:0.00676
小泉,1126,1126,6427,名詞,人名,*,*,小泉,こいずみ,人名:日本:姓:6:0.00640
山田,1126,1126,5384,名詞,人名,*,*,山田,やまだ,人名:日本:姓:7:0.00607
松本,1126,1126,9083,名詞,人名,*,*,松本,まつもと,人名:日本:姓:8:0.00589
山本,1126,1126,5396,名詞,人名,*,*,山本,やまもと,人名:日本:姓:9:0.00577
小林,1126,1126,4558,名詞,人名,*,*,小林,こばやし,人名:日本:姓:10:0.00576
加藤,1126,1126,6762,名詞,人名,*,*,加藤,かとう,人名:日本:姓:11:0.00546
伊藤,1126,1126,6275,名詞,人名,*,*,伊藤,いとう,人名:日本:姓:12:0.00536
清水,1126,1126,7366,名詞,人名,*,*,清水,しみず,人名:日本:姓:13:0.00534
吉田,1126,1126,6825,名詞,人名,*,*,吉田,よしだ,人名:日本:姓:14:0.00529
山口,1126,1126,4388,名詞,人名,*,*,山口,やまぐち,人名:日本:姓:15:0.00512
渋谷,1126,1126,8507,名詞,人名,*,*,渋谷,しぶたに,人名:日本:姓:16:0.00494
渋谷,1126,1126,8507,名詞,人名,*,*,渋谷,しぶや,人名:日本:姓:16:0.00494
井上,1126,1126,5787,名詞,人名,*,*,井上,いのうえ,人名:日本:姓:17:0.00485
渡辺,1126,1126,6382,名詞,人名,*,*,渡辺,わたなべ,人名:日本:姓:18:0.00474
渡辺,1126,1126,6382,名詞,人名,*,*,渡辺,わたべ,人名:日本:姓:18:0.00474
高原,1126,1126,7117,名詞,人名,*,*,高原,たかはら,人名:日本:姓:19:0.00421
木村,1126,1126,6336,名詞,人名,*,*,木村,きむら,人名:日本:姓:20:0.00420
