じゃん,508,508,6605,助動詞,*,*,*,不変化型,基本形,じゃん,ジャン,ジャン
やす,492,492,7822,助動詞,*,*,*,特殊・マス,基本形,やす,ヤス,ヤス
やせ,496,496,7272,助動詞,*,*,*,特殊・マス,未然形,やす,ヤセ,ヤセ
やしょ,494,494,7235,助動詞,*,*,*,特殊・マス,未然ウ接続,やす,ヤショ,ヤショ
やし,502,502,7444,助動詞,*,*,*,特殊・マス,連用形,やす,ヤシ,ヤシ
やすれ,490,490,7235,助動詞,*,*,*,特殊・マス,仮定形,やす,ヤスレ,ヤスレ
やせ,498,498,7272,助動詞,*,*,*,特殊・マス,命令ｅ,やす,ヤセ,ヤセ
やし,500,500,7444,助動詞,*,*,*,特殊・マス,命令ｉ,やす,ヤシ,ヤシ
ぬ,510,510,8647,助動詞,*,*,*,不変化型,基本形,ぬ,ヌ,ヌ
ん,515,515,8124,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
まい,513,513,7011,助動詞,*,*,*,不変化型,基本形,まい,マイ,マイ
っす,459,459,6880,助動詞,*,*,*,特殊・デス,基本形,っす,ッス,ッス
っしょ,462,462,6881,助動詞,*,*,*,特殊・デス,未然形,っす,ッショ,ッショ
っし,465,465,6880,助動詞,*,*,*,特殊・デス,連用形,っす,ッシ,ッシ
じゃ,430,430,6577,助動詞,*,*,*,特殊・ジャ,基本形,じゃ,ジャ,ジャ
じゃろ,431,431,6728,助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャロ,ジャロ
じゃっ,432,432,6720,助動詞,*,*,*,特殊・ジャ,連用形,じゃ,ジャッ,ジャッ
べし,538,538,6207,助動詞,*,*,*,文語・ベシ,基本形,べし,ベシ,ベシ
べから,540,540,6213,助動詞,*,*,*,文語・ベシ,未然形,べし,ベカラ,ベカラ
べく,541,541,6217,助動詞,*,*,*,文語・ベシ,連用形,べし,ベク,ベク
べき,539,539,5233,助動詞,*,*,*,文語・ベシ,体言接続,べし,ベキ,ベキ
べけれ,537,537,6217,助動詞,*,*,*,文語・ベシ,仮定形,べし,ベケレ,ベケレ
やん,514,514,6932,助動詞,*,*,*,不変化型,基本形,やん,ヤン,ヤン
まじ,543,543,6882,助動詞,*,*,*,文語・マジ,基本形,まじ,マジ,マジ
まじく,545,545,6885,助動詞,*,*,*,文語・マジ,連用形,まじ,マジク,マジク
まじき,544,544,6885,助動詞,*,*,*,文語・マジ,体言接続,まじ,マジキ,マジキ
まじけれ,542,542,6885,助動詞,*,*,*,文語・マジ,仮定形,まじ,マジケレ,マジケレ
だ,436,436,6813,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
だろ,438,438,6011,助動詞,*,*,*,特殊・タ,未然形,だ,ダロ,ダロ
だら,434,434,6243,助動詞,*,*,*,特殊・タ,仮定形,だ,ダラ,ダラ
たい,444,444,8386,助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
てえ,440,440,7689,助動詞,*,*,*,特殊・タイ,音便基本形,たい,テエ,テー
てぇ,440,440,7615,助動詞,*,*,*,特殊・タイ,音便基本形,たい,テェ,テー
たし,446,446,7900,助動詞,*,*,*,特殊・タイ,文語基本形,たい,タシ,タシ
たから,448,448,8495,助動詞,*,*,*,特殊・タイ,未然ヌ接続,たい,タカラ,タカラ
たかろ,447,447,7615,助動詞,*,*,*,特殊・タイ,未然ウ接続,たい,タカロ,タカロ
