恐るべき,1315,1315,4877,連体詞,*,*,*,*,*,恐るべき,オソルベキ,オソルベキ
雑然たる,1315,1315,4349,連体詞,*,*,*,*,*,雑然たる,ザツゼンタル,ザツゼンタル
ごうごうたる,1315,1315,4887,連体詞,*,*,*,*,*,ごうごうたる,ゴウゴウタル,ゴーゴータル
殺伐たる,1315,1315,4349,連体詞,*,*,*,*,*,殺伐たる,サツバツタル,サツバツタル
この,1315,1315,1243,連体詞,*,*,*,*,*,この,コノ,コノ
ただならぬ,1315,1315,4883,連体詞,*,*,*,*,*,ただならぬ,タダナラヌ,タダナラヌ
びびたる,1315,1315,4887,連体詞,*,*,*,*,*,びびたる,ビビタル,ビビタル
在りし,1315,1315,5548,連体詞,*,*,*,*,*,在りし,アリシ,アリシ
いろんな,1315,1315,4886,連体詞,*,*,*,*,*,いろんな,イロンナ,イロンナ
ちょっとした,1315,1315,3794,連体詞,*,*,*,*,*,ちょっとした,チョットシタ,チョットシタ
そういう,1315,1315,3301,連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ
黙々たる,1315,1315,4349,連体詞,*,*,*,*,*,黙々たる,モクモクタル,モクモクタル
あまりの,1315,1315,6813,連体詞,*,*,*,*,*,あまりの,アマリノ,アマリノ
ちっちゃな,1315,1315,4887,連体詞,*,*,*,*,*,ちっちゃな,チッチャナ,チッチャナ
吾が,1315,1315,4023,連体詞,*,*,*,*,*,吾が,ワガ,ワガ
そういった,1315,1315,4863,連体詞,*,*,*,*,*,そういった,ソウイッタ,ソウイッタ
こんな,1315,1315,3787,連体詞,*,*,*,*,*,こんな,コンナ,コンナ
最たる,1315,1315,4349,連体詞,*,*,*,*,*,最たる,サイタル,サイタル
さしたる,1315,1315,4887,連体詞,*,*,*,*,*,さしたる,サシタル,サシタル
さっそうたる,1315,1315,4887,連体詞,*,*,*,*,*,さっそうたる,サッソウタル,サッソータル
奇しき,1315,1315,4349,連体詞,*,*,*,*,*,奇しき,クシキ,クシキ
其の,1315,1315,4564,連体詞,*,*,*,*,*,其の,ソノ,ソノ
或,1315,1315,3885,連体詞,*,*,*,*,*,或,アル,アル
わが,1315,1315,5248,連体詞,*,*,*,*,*,わが,ワガ,ワガ
おおきな,1315,1315,4789,連体詞,*,*,*,*,*,おおきな,オオキナ,オーキナ
大した,1315,1315,4348,連体詞,*,*,*,*,*,大した,タイシタ,タイシタ
冠たる,1315,1315,4348,連体詞,*,*,*,*,*,冠たる,カンタル,カンタル
あくる,1315,1315,4887,連体詞,*,*,*,*,*,あくる,アクル,アクル
確たる,1315,1315,4349,連体詞,*,*,*,*,*,確たる,カクタル,カクタル
荒涼たる,1315,1315,4349,連体詞,*,*,*,*,*,荒涼たる,コウリョウタル,コーリョータル
これらの,1315,1315,6985,連体詞,*,*,*,*,*,これらの,コレラノ,コレラノ
来る,1315,1315,6845,連体詞,*,*,*,*,*,来る,キタル,キタル
色んな,1315,1315,4349,連体詞,*,*,*,*,*,色んな,イロンナ,イロンナ
どういう,1315,1315,5798,連体詞,*,*,*,*,*,どういう,ドウイウ,ドーユウ
ひょんな,1315,1315,5719,連体詞,*,*,*,*,*,ひょんな,ヒョンナ,ヒョンナ
おそるべき,1315,1315,4993,連体詞,*,*,*,*,*,おそるべき,オソルベキ,オソルベキ
由々しき,1315,1315,4333,連体詞,*,*,*,*,*,由々しき,ユユシキ,ユユシキ
歴然たる,1315,1315,4349,連体詞,*,*,*,*,*,歴然たる,レキゼンタル,レキゼンタル
れっきとした,1315,1315,4885,連体詞,*,*,*,*,*,れっきとした,レッキトシタ,レッキトシタ
おなじ,1315,1315,4571,連体詞,*,*,*,*,*,おなじ,オナジ,オナジ
何たる,1315,1315,4349,連体詞,*,*,*,*,*,何たる,ナンタル,ナンタル
釈然たる,1315,1315,4349,連体詞,*,*,*,*,*,釈然たる,シャクゼンタル,シャクゼンタル
どんな,1315,1315,5509,連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ
おんなじ,1315,1315,5124,連体詞,*,*,*,*,*,おんなじ,オンナジ,オンナジ
騒然たる,1315,1315,4349,連体詞,*,*,*,*,*,騒然たる,ソウゼンタル,ソーゼンタル
悠然たる,1315,1315,4349,連体詞,*,*,*,*,*,悠然たる,ユウゼンタル,ユーゼンタル
聖なる,1315,1315,4348,連体詞,*,*,*,*,*,聖なる,セイナル,セイナル
広々たる,1315,1315,4349,連体詞,*,*,*,*,*,広々たる,ヒロビロタル,ヒロビロタル
かかる,1315,1315,5815,連体詞,*,*,*,*,*,かかる,カカル,カカル
確固たる,1315,1315,4348,連体詞,*,*,*,*,*,確固たる,カッコタル,カッコタル
画然たる,1315,1315,4349,連体詞,*,*,*,*,*,画然たる,カクゼンタル,カクゼンタル
もうもうたる,1315,1315,4887,連体詞,*,*,*,*,*,もうもうたる,モウモウタル,モーモータル
堂々たる,1315,1315,4335,連体詞,*,*,*,*,*,堂々たる,ドウドウタル,ドードータル
凛冽たる,1315,1315,4349,連体詞,*,*,*,*,*,凛冽たる,リンレツタル,リンレツタル
ちっさな,1315,1315,4887,連体詞,*,*,*,*,*,ちっさな,チッサナ,チッサナ
おかしな,1315,1315,4886,連体詞,*,*,*,*,*,おかしな,オカシナ,オカシナ
